日期,收盘点位,市值(元),流通市值(元),自由流通市值(元),PE-TTM正数等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025-02-12,=3346.3900,=64142070064445.8516,=49128271107180,=22498589517357.3281,=23.6136,=0.6264,=32.8608,=22.2844,=20.5685
2025-02-11,=3318.0600,=63609447087952.2734,=48717354390601,=22276354044802.6289,=23.4973,=0.6231,=32.8608,=22.2844,=20.5685
2025-02-10,=3322.1700,=63590410072598.7734,=48745317464485,=22349240062750.8398,=23.4953,=0.6227,=32.8608,=22.2844,=20.5685
2025-02-07,=3303.6700,=63248950542608.6094,=48505872673731,=22202417468539.5859,=23.3696,=0.6171,=32.8608,=22.2848,=20.5685
2025-02-06,=3270.6600,=62737414423277.7031,=48016752115239,=21953041508769.9102,=23.1659,=0.6078,=32.8608,=22.2844,=20.5685
2025-02-05,=3229.4900,=62040986143380.6797,=47438943145514,=21631798113068.2266,=22.8682,=0.5839,=32.8608,=22.2844,=20.5685
2025-01-27,=3250.6000,=62508321389034.3281,=47784250499467,=21684989832726.7148,=23.0086,=0.5969,=32.8602,=22.2868,=20.5687
2025-01-24,=3252.6300,=62448266615927.5391,=47738775547375,=21764211863486.5859,=23.0065,=0.5962,=32.8602,=22.2886,=20.5687
2025-01-23,=3230.1600,=62108205582676.5703,=47414281226766,=21568161135920.5156,=22.8266,=0.5804,=32.8602,=22.2868,=20.5687
2025-01-22,=3213.6200,=61696863496779.0469,=47152059016446,=21520068922802.6875,=22.7565,=0.5751,=32.8602,=22.2868,=20.5687
2025-01-21,=3242.6200,=62234011531603.3984,=47597857034331,=21706997834598.9219,=22.9470,=0.5907,=32.8602,=22.2868,=20.5687
2025-01-20,=3244.3800,=62325976038764.2891,=47615360656675,=21695925059757.6250,=22.9828,=0.5928,=32.8602,=22.2868,=20.5687
2025-01-17,=3241.8200,=62358677079827.7969,=47568543092341,=21640854494203.8086,=22.8515,=0.5802,=32.8602,=22.2886,=20.5687
2025-01-16,=3236.0300,=62285036417899.8672,=47483653778177,=21562841847870.3398,=22.7651,=0.5759,=32.8602,=22.2868,=20.5687
2025-01-15,=3227.1200,=62039581391377.6328,=47327922885097,=21510841252214.9219,=22.6346,=0.5599,=32.8602,=22.2868,=20.5687
2025-01-14,=3240.9400,=62278754851637.2422,=47525907331182,=21606652643813.0898,=22.7010,=0.5652,=32.8602,=22.2868,=20.5687
2025-01-13,=3160.7600,=60875221059699.2813,=46348062156004,=20999549433347.3906,=21.9950,=0.4443,=32.8602,=22.2868,=20.5687
2025-01-10,=3168.5200,=61042115007903.4609,=46460337560607,=21026998770417.2500,=22.0184,=0.4482,=32.8602,=22.2889,=20.5687
2025-01-09,=3211.3900,=61845641690650.0938,=47076542928505,=21322493587381.6680,=22.4349,=0.5274,=32.8602,=22.2902,=20.5687
2025-01-08,=3230.1700,=62251332053538.7109,=47351469874292,=21392650477128.1953,=22.5500,=0.5483,=32.8602,=22.2902,=20.5687
2025-01-07,=3229.6400,=62159241071186.3828,=47347460529532,=21401131891211.6250,=22.5942,=0.5520,=32.8602,=22.2902,=20.5687
2025-01-06,=3206.9200,=61723970264320.5781,=47024911546648,=21210233035602.1250,=22.4301,=0.5245,=32.8602,=22.2902,=20.5687
2025-01-03,=3211.4300,=61884132975780.5000,=47088415467188,=21261663422019.6602,=22.4104,=0.5210,=32.8602,=22.2916,=20.5687
2025-01-02,=3262.5600,=62755705668028.3594,=47805463474497,=21634261153810.4609,=22.8971,=0.5800,=32.8602,=22.2902,=20.5687
2024-12-31,=3351.7600,=64476897817398.0391,=49106937305564,=22228567120700.7070,=23.3845,=0.6082,=32.8602,=22.2889,=20.5687
2024-12-30,=3407.3300,=65398666593055.9922,=49895716699774,=22655461664727.2813,=23.8020,=0.6206,=32.8602,=22.2889,=20.5687
2024-12-27,=3400.1400,=65165884185251.8672,=49775997859658,=22630812670421.9961,=23.8758,=0.6224,=32.8602,=22.2902,=20.5687
2024-12-26,=3398.0800,=65137070940634.6094,=49727344434778,=22618756162087.4492,=23.7357,=0.6193,=32.8602,=22.2889,=20.5687
2024-12-25,=3393.3500,=65112628245037.1484,=49667413847558,=22549718303452.8164,=23.6298,=0.6156,=32.8602,=22.2889,=20.5687
2024-12-24,=3393.5300,=65028515046779.8125,=49681353739516,=22628599382885.5586,=23.8063,=0.6198,=32.8602,=22.2889,=20.5687
2024-12-23,=3351.2600,=64205491340276.7422,=49055854635846,=22354676547524.3594,=23.4875,=0.6119,=32.8602,=22.2889,=20.5687
2024-12-20,=3368.0700,=64289736568002.0625,=49252890150720,=22557175516226.5117,=23.9567,=0.6232,=32.8602,=22.2902,=20.5687
2024-12-19,=3370.0300,=64337629158494.5234,=49297099560261,=22540910005385.7656,=23.8807,=0.6214,=32.8602,=22.2889,=20.5687
2024-12-18,=3382.2100,=64583380026192.8984,=49493240591882,=22589185480916.8594,=23.9706,=0.6235,=32.8602,=22.2889,=20.5687
2024-12-17,=3361.4900,=64149677222387.0469,=49196438974548,=22442279230822.5039,=23.8805,=0.6210,=32.8602,=22.2889,=20.5687
2024-12-16,=3386.3300,=64552436558864.5234,=49536057801475,=22636648783975.4102,=24.3661,=0.6346,=32.8602,=22.2889,=20.5687
2024-12-13,=3391.8800,=64339723162500.8828,=49587793775372,=22721077908295.8594,=24.3727,=0.6343,=32.8602,=22.2902,=20.5687
2024-12-12,=3461.5000,=65559048704843.2891,=50606286952624,=23217338367464.6094,=24.8314,=0.6379,=32.8602,=22.2889,=20.5687
2024-12-11,=3432.4900,=64995089585871.7266,=50169629449512,=23027424307084.7383,=24.5865,=0.6374,=32.8602,=22.2889,=20.5687
2024-12-10,=3422.6600,=64921631990454.6563,=50029175493078,=22930794188334.9961,=24.3406,=0.6333,=32.8602,=22.2889,=20.5687
2024-12-09,=3402.5300,=64549583565650.0234,=49727750068869,=22781479997192.7305,=24.2541,=0.6313,=32.8602,=22.2889,=20.5687
2024-12-06,=3404.0800,=64571411028060.3594,=49732968194562,=22828609455066.5391,=24.2564,=0.6310,=32.8602,=22.2902,=20.5687
2024-12-05,=3368.8600,=63924572415807.6875,=49208109639547,=22572307919308.5898,=23.9593,=0.6226,=32.8602,=22.2889,=20.5687
2024-12-04,=3364.6500,=63906548027333.6016,=49153903036920,=22525430658660.6016,=23.8571,=0.6202,=32.8602,=22.2889,=20.5687
2024-12-03,=3378.8100,=64050778473425.5469,=49354364442664,=22681558988192.6445,=24.1092,=0.6267,=32.8602,=22.2889,=20.5687
2024-12-02,=3363.9800,=63689028284519.7969,=49119786417648,=22616837535781.9102,=24.0367,=0.6239,=32.8602,=22.2889,=20.5687
2024-11-29,=3326.4600,=63093398340970.1484,=48507539794615,=22339860705746.4219,=23.7318,=0.6179,=32.8602,=22.2902,=20.5687
2024-11-28,=3295.7000,=62575500689678,=48060049013622,=22087200600503.4492,=23.4261,=0.6103,=32.8602,=22.2889,=20.5687
2024-11-27,=3309.7800,=62846970480940.7578,=48257651669790,=22179442858811.1719,=23.4743,=0.6103,=32.8602,=22.2889,=20.5687
2024-11-26,=3259.7600,=61930361787472.5781,=47548549605363,=21828496372731.9453,=23.1677,=0.5988,=32.8602,=22.2889,=20.5687
2024-11-25,=3263.7600,=61931573063691.1016,=47592089773636,=21887178556291.1016,=23.2536,=0.6045,=32.8602,=22.2889,=20.5687
2024-11-22,=3267.1900,=61993792734302.0938,=47634137254110,=21928200445446.5195,=23.0770,=0.5940,=32.8602,=22.2902,=20.5687
2024-11-21,=3370.4000,=63819506585954.4219,=49121021753266,=22659525075921.2617,=23.8823,=0.6181,=32.8602,=22.2889,=20.5687
2024-11-20,=3367.9900,=63781820071913.7969,=49083040291949,=22635930050016.0586,=23.8629,=0.6177,=32.8602,=22.2889,=20.5687
2024-11-19,=3346.0100,=63421080717517.4375,=48782106253575,=22475241888168.3945,=23.5978,=0.6115,=32.8602,=22.2889,=20.5687
2024-11-18,=3323.8500,=63076801419407.7031,=48484464861048,=22260575945482.7305,=23.2631,=0.6045,=32.8602,=22.2889,=20.5687
2024-11-15,=3330.7300,=63144476052861.9297,=48499548425969,=22395533576627.5156,=23.3961,=0.6063,=32.8602,=22.2902,=20.5687
2024-11-14,=3379.8400,=63964751145581.5781,=49178275154707,=22803989978135.8984,=23.7087,=0.6136,=32.8602,=22.2889,=20.5687
2024-11-13,=3439.2800,=64971446071182.5391,=50003956705998,=23267280558321.7578,=24.2378,=0.6239,=32.8602,=22.2889,=20.5687
2024-11-12,=3421.9700,=64585320094363.2500,=49771468730204,=23196076475562.0586,=24.1213,=0.6218,=32.8602,=22.2889,=20.5687
2024-11-11,=3470.0700,=65497456156094.3203,=50438976626672,=23525810518019.2539,=24.2894,=0.6243,=32.8602,=22.2889,=20.5687
2024-11-08,=3452.3000,=65274457983699.1719,=50223308534142,=23313542865632.0820,=24.0237,=0.6179,=32.8602,=22.2902,=20.5687
2024-11-07,=3470.6600,=65651320037151.6875,=50505733041997,=23413904563560.4844,=24.1243,=0.6214,=32.8602,=22.2889,=20.5687
2024-11-06,=3383.8100,=64057057869869.2578,=49230730933963,=22812158824712.8672,=23.5610,=0.6099,=32.8602,=22.2889,=20.5687
2024-11-05,=3386.9900,=64187098854941.3984,=49280566136750,=22814740347230.0586,=23.5498,=0.6095,=32.8602,=22.2889,=20.5687
2024-11-04,=3310.2100,=62793034717354.4375,=48179939312309,=22244156151138.5352,=23.0984,=0.5942,=32.8602,=22.2889,=20.5687
2024-11-01,=3272.0100,=62164244959236.4688,=47636793596968,=21931533633203.5859,=22.7167,=0.5652,=32.8602,=22.2902,=20.5687
2024-10-31,=3279.8200,=62183170635305.2891,=47699977555008,=22057707406582.3984,=22.9409,=0.5852,=32.8602,=22.2889,=20.5687
2024-10-30,=3266.2400,=61971478372477.2891,=47527854901644,=21880835915219.7969,=22.6993,=0.5617,=32.8602,=22.2889,=20.5687
2024-10-29,=3286.4100,=62434397333239.0938,=47811976547972,=21931819693183.4141,=22.9062,=0.5807,=32.8602,=22.2889,=20.5687
2024-10-28,=3322.2000,=63042745515876.2813,=48314649996527,=22150712882352.7344,=23.1007,=0.5926,=32.8602,=22.2889,=20.5687
2024-10-25,=3299.7000,=62738913583469.0703,=47971594842776,=21930673700345.4844,=22.7318,=0.5660,=32.8602,=22.2902,=20.5687
2024-10-24,=3280.2600,=62500061635190.7188,=47710131922233,=21747890216034.6875,=22.4579,=0.5317,=32.8602,=22.2889,=20.5687
2024-10-23,=3302.8000,=62905404159573.5625,=48028660669033,=21898132547202.5859,=22.5452,=0.5461,=32.8602,=22.2889,=20.5687
2024-10-22,=3285.8700,=62633255415976.9922,=47780802564653,=21777788677813.6445,=22.4524,=0.5300,=32.8602,=22.2889,=20.5687
2024-10-21,=3268.1100,=62400851766265.6797,=47500899723535,=21643058404084.6563,=22.2424,=0.4868,=32.8602,=22.2889,=20.5687
2024-10-18,=3261.5600,=62333528102701.1172,=47431236807647,=21535056689125.5313,=22.1300,=0.4615,=32.8602,=22.2916,=20.5687
2024-10-17,=3169.3800,=60687400378407.5938,=46151126379704,=20858338084048.8398,=21.6145,=0.3621,=32.8602,=22.2917,=20.5687
2024-10-16,=3202.9500,=61314007635683.4609,=46653775646385,=21071163512160.3242,=21.8522,=0.4123,=32.8602,=22.2932,=20.5687
2024-10-15,=3201.2900,=61220516109554.6094,=46601648426072,=21065923880394.2813,=21.7297,=0.3852,=32.8602,=22.2938,=20.5687
2024-10-14,=3284.3200,=62873857164142.7031,=47804045165052,=21590130591206.6055,=22.2220,=0.4794,=32.8602,=22.2987,=20.5687
2024-10-11,=3217.7400,=61543883615538.0234,=46847816085031,=21148240400082.6953,=21.7111,=0.3817,=32.8602,=22.3013,=20.5687
2024-10-10,=3301.9300,=62958313092793.9531,=48014055906184,=21757170207737.8359,=22.3833,=0.5128,=32.8602,=22.3022,=20.5687
2024-10-09,=3258.8600,=62040613101516.9297,=47340681165519,=21570185701633.8906,=22.1392,=0.4634,=32.8602,=22.3022,=20.5687
2024-10-08,=3489.7800,=66149559047193.9609,=50684689278871,=23094425756844.5742,=24.0515,=0.6107,=32.8602,=22.3044,=20.5687
2024-09-30,=3336.5000,=63397618376613.2031,=48595217573129,=21942661670441.9805,=22.9848,=0.5811,=32.8602,=22.3044,=20.5687
2024-09-27,=3087.5300,=58821414053130.8516,=45013959906728,=20221734166515.2383,=21.1337,=0.2838,=32.8602,=22.3067,=20.5687
2024-09-26,=3000.9500,=57486951220451.8359,=43782885795850,=19502826765766.6328,=20.3725,=0.1749,=32.8602,=22.3090,=20.5687
2024-09-25,=2896.3100,=55634415936319.5000,=42249225891041,=18750526240400.0313,=19.6483,=0.0988,=32.8602,=22.3138,=20.5727
2024-09-24,=2863.1300,=55022501625194.3359,=41745965666848,=18514762824632.3594,=19.4247,=0.0704,=32.8602,=22.3158,=20.5752
2024-09-23,=2748.9200,=52855371978155.3672,=40073868234841,=17784359218452.2148,=18.7021,=0.0305,=32.8602,=22.3171,=20.5765
2024-09-20,=2736.8100,=52608260984829.1484,=39871416434482,=17735296636221.8242,=18.6561,=0.0284,=32.8602,=22.3201,=20.5774
2024-09-19,=2736.0200,=52527038159106.2031,=39855696909728,=17749340203309.5703,=18.7360,=0.0309,=32.8602,=22.3206,=20.5794
2024-09-18,=2717.2800,=52263424770427.8672,=39611481172059,=17568817017459.0098,=18.4178,=0.0169,=32.8602,=22.3346,=20.5875
2024-09-13,=2704.0900,=51919952583406.9688,=39353728628419,=17518419438584.0098,=18.4305,=0.0177,=32.8423,=22.3374,=20.5917
2024-09-12,=2717.1200,=52055557666233.7656,=39544263491505,=17613308546056.5117,=18.6156,=0.0255,=32.8602,=22.3381,=20.5917
2024-09-11,=2721.8000,=52154557172612.2891,=39598381351745,=17662100286763.6602,=18.6638,=0.0275,=32.8602,=22.3391,=20.5971
2024-09-10,=2744.1900,=52676862036300.7031,=39921081354527,=17745574080098.5742,=18.7693,=0.0300,=32.8602,=22.3441,=20.6062
2024-09-09,=2736.4900,=52447962110936.2031,=39809178765825,=17728766751810.6094,=18.7430,=0.0292,=32.8602,=22.3478,=20.6082
2024-09-06,=2765.8100,=53057716005491.7969,=40241462133948,=17920346853199.5742,=18.9146,=0.0370,=32.8602,=22.3546,=20.6099
2024-09-05,=2788.3100,=53425146219773.0938,=40557496587075,=18083545801624.3281,=19.2038,=0.0555,=32.8602,=22.3547,=20.6143
2024-09-04,=2784.2800,=53415110050582.8516,=40491216181373,=18013324198179.8867,=19.0953,=0.0477,=32.8602,=22.3551,=20.6158
2024-09-03,=2802.9800,=53839973079799.5625,=40772803457373,=18116831105174.0039,=19.1920,=0.0531,=32.8602,=22.3553,=20.6216
2024-09-02,=2811.0400,=54076663926240.2266,=40907353438570,=18078698867540.9688,=19.0910,=0.0473,=32.8602,=22.3585,=20.6221
2024-08-30,=2842.2100,=54659666940044.4531,=41331847682447,=18345427767319.0977,=19.3827,=0.0625,=32.8602,=22.3646,=20.6227
2024-08-29,=2823.1100,=54478746300564.5000,=41062967908271,=18139282797678.3516,=19.0145,=0.0436,=32.8602,=22.3651,=20.6354
2024-08-28,=2837.4300,=54933077757647.8828,=41299125320093,=18123421425798.4688,=18.8981,=0.0350,=32.8602,=22.3680,=20.6366
2024-08-27,=2848.7300,=55151818514397.5234,=41451484817720,=18145432706090.1563,=18.9092,=0.0358,=32.8602,=22.3708,=20.6372
2024-08-26,=2855.5200,=55136119382772.7734,=41535933454076,=18244995621168.3789,=19.0892,=0.0457,=32.8602,=22.3719,=20.6375
2024-08-23,=2854.3700,=55063123357687.4766,=41497002507674,=18218521693784.8398,=18.8730,=0.0325,=32.8602,=22.3735,=20.6408
2024-08-22,=2848.7700,=54939262265355.2813,=41392608492597,=18166585837048.3242,=18.9009,=0.0346,=32.8602,=22.3741,=20.6438
2024-08-21,=2856.5800,=55011728685056.2500,=41492216909905,=18264440326008.0742,=19.1144,=0.0465,=32.8602,=22.3754,=20.6444
2024-08-20,=2866.6600,=55222159708652.9063,=41648565366873,=18333902023676.4102,=19.1961,=0.0498,=32.8602,=22.3769,=20.6448
2024-08-19,=2893.6700,=55667390715509.0547,=42032475938869,=18523184264231.7578,=19.5140,=0.0716,=32.8602,=22.3785,=20.6456
2024-08-16,=2879.4300,=55342682360436.7422,=41766823742710,=18460445347537.9219,=19.5072,=0.0695,=32.8602,=22.3827,=20.6457
2024-08-15,=2877.3600,=55213548682423.8984,=41729867507540,=18483113419772.5352,=19.6407,=0.0872,=32.8602,=22.3839,=20.6481
2024-08-14,=2850.6500,=54680134249097.6953,=41335140022208,=18305275198111.1406,=19.5407,=0.0749,=32.8602,=22.3867,=20.6491
2024-08-13,=2867.9500,=54922415924255.7891,=41583215205199,=18443572710156.1563,=19.7260,=0.0950,=32.8602,=22.3901,=20.6541
2024-08-12,=2858.2000,=54702649644356.1563,=41445238404682,=18389485266837.4102,=19.6743,=0.0897,=32.8602,=22.3944,=20.6620
2024-08-09,=2862.1900,=54783485794430.7734,=41490669459949,=18433332338085.1797,=19.7159,=0.0938,=32.8602,=22.3972,=20.6635
2024-08-08,=2869.9000,=54888268829910.4063,=41581475977415,=18505236717814.3398,=19.8727,=0.1082,=32.8602,=22.3978,=20.6701
2024-08-07,=2869.8300,=54880964081025.8203,=41564330644976,=18502929384617.8516,=19.8567,=0.1065,=32.8602,=22.4008,=20.6771
2024-08-06,=2867.2800,=54820333329388.1172,=41509948450135,=18494975395049.4141,=19.8654,=0.1070,=32.8602,=22.4033,=20.6787
2024-08-05,=2860.7000,=54789714434281.8359,=41438937966373,=18421617314468.4844,=19.6127,=0.0831,=32.8602,=22.4036,=20.6798
2024-08-02,=2905.3400,=55630533234160.2266,=42049181240964,=18710768094163.3555,=20.0065,=0.1217,=32.8602,=22.4047,=20.6825
2024-08-01,=2932.3900,=56107443094816.4688,=42436166157482,=18905142661521.8750,=20.2179,=0.1386,=32.8602,=22.4055,=20.6827
2024-07-31,=2938.7500,=56161589550546.9766,=42529500057811,=18969974986178.2344,=20.2897,=0.1493,=32.8602,=22.4063,=20.6842
2024-07-30,=2879.3000,=55220759139488.4766,=41680772946668,=18486943966331.2227,=19.6692,=0.0880,=32.8602,=22.4070,=20.6843
2024-07-29,=2891.8500,=55478515596549.2813,=41880288278422,=18532793701356.8711,=19.6454,=0.0864,=32.8602,=22.4094,=20.6856
2024-07-26,=2890.9000,=55375231694583.9609,=41847304526029,=18571777763762.1055,=19.7264,=0.0933,=32.8602,=22.4116,=20.6885
2024-07-25,=2886.7400,=55476453441199.4766,=41771805564826,=18490631025894.9258,=19.4871,=0.0662,=32.8602,=22.4118,=20.6934
2024-07-24,=2901.9500,=55830242231078.4219,=41999921104609,=18562651793288.5234,=19.4304,=0.0609,=32.8602,=22.4127,=20.6995
2024-07-23,=2915.3700,=56022800555237.9844,=42183112615558,=18695962628536.3242,=19.6812,=0.0876,=32.8602,=22.4143,=20.7005
2024-07-22,=2964.2200,=56793737608829.2734,=42871400880084,=19084734415991.7539,=20.0849,=0.1259,=32.8602,=22.4188,=20.7007
2024-07-19,=2982.3100,=57240727885102.8047,=43123766345225,=19163576936438.6875,=20.1406,=0.1308,=32.8602,=22.4222,=20.7014
2024-07-18,=2977.1300,=57182616294590.3125,=43064423670313,=19100744418258.3281,=20.1242,=0.1283,=32.8602,=22.4238,=20.7017
2024-07-17,=2962.8500,=56821860343073.5313,=42862223117788,=19012043365822.9414,=20.0508,=0.1226,=32.8602,=22.4238,=20.7058
2024-07-16,=2976.3000,=57169445999242.6484,=43042036071079,=19054548104683.6211,=20.1717,=0.1325,=32.8602,=22.4238,=20.7110
2024-07-15,=2974.0100,=57131948070024.4609,=43025308516486,=19006539455097.7031,=20.2338,=0.1357,=32.8602,=22.4238,=20.7146
2024-07-12,=2971.3000,=56948166740551.1328,=42965303730307,=19046454376709.8164,=20.4386,=0.1628,=32.8602,=22.4222,=20.7165
2024-07-11,=2970.3900,=56988643123682.0547,=42944306913955,=19044107460665.7891,=20.4957,=0.1682,=32.8602,=22.4238,=20.7191
2024-07-10,=2939.3600,=56519929833144.6094,=42499261147170,=18794439954304.1328,=20.0739,=0.1246,=32.8602,=22.4238,=20.7193
2024-07-09,=2959.3700,=56909442480685.8750,=42792210505122,=18907312252365.6641,=20.2702,=0.1407,=32.8602,=22.4238,=20.7249
2024-07-08,=2922.4500,=56291066125231.7656,=42259634101718,=18657398987245.5703,=19.9632,=0.1107,=32.8602,=22.4238,=20.7260
2024-07-05,=2949.9300,=56674010211546.5391,=42630898765883,=18882692501561.7578,=20.4056,=0.1579,=32.8602,=22.4222,=20.7275
2024-07-04,=2957.5700,=56921851448618.2266,=42764409260964,=18885630223694.2695,=20.3050,=0.1436,=32.8602,=22.4238,=20.7302
2024-07-03,=2982.3800,=57305656844624.2266,=43097274773376,=19092621408798.4727,=20.7275,=0.1991,=32.8602,=22.4238,=20.7327
2024-07-02,=2997.0100,=57558174780549.1719,=43304751177745,=19168840168022.8320,=20.8897,=0.2201,=32.8602,=22.4238,=20.7328
2024-07-01,=2994.7300,=57379999548954.3594,=43244434885223,=19200596377309.1172,=20.9696,=0.2324,=32.8602,=22.4238,=20.7328
2024-06-28,=2967.4000,=56823690084216.3125,=42802984957887,=19051418442962.0156,=20.7436,=0.2011,=32.8602,=22.4222,=20.7328
2024-06-27,=2945.8500,=56344591196406.7266,=42482796705024,=18957059142615.5078,=20.6354,=0.1831,=32.8602,=22.4238,=20.7328
2024-06-26,=2972.5300,=56707430034269.5625,=42852654538075,=19172697990695.4766,=21.0077,=0.2390,=32.8602,=22.4238,=20.7410
2024-06-25,=2950,=56335613397338.5938,=42545135250604,=18987486451967.7539,=20.6635,=0.1884,=32.8602,=22.4238,=20.7410
2024-06-24,=2963.1000,=56557674631355.5859,=42703415532807,=19092895378820.0781,=20.6438,=0.1847,=32.8602,=22.4238,=20.7431
2024-06-21,=2998.1400,=57118913286403.3984,=43154958919081,=19361033677028.4023,=21.2514,=0.2726,=32.8602,=22.4222,=20.7485
2024-06-20,=3005.4400,=57225393602779.7734,=43266755829073,=19393466167835.2109,=21.2628,=0.2744,=32.8602,=22.4238,=20.7485
2024-06-19,=3018.0500,=57378584955794.6094,=43448558753030,=19536560187037.3633,=21.5400,=0.3225,=32.8602,=22.4238,=20.7485
2024-06-18,=3030.2500,=57462435271980.3438,=43620026566371,=19640036827735.2305,=21.7001,=0.3521,=32.8602,=22.4238,=20.7485
2024-06-17,=3015.8900,=57177632009183.8203,=43396100725330,=19549906883771.1563,=21.5651,=0.3274,=32.8602,=22.4238,=20.7485
2024-06-14,=3032.6300,=57389869720221.9609,=43602840751482,=19598689846536.0742,=20.4182,=0.1591,=32.8602,=22.4222,=20.7485
2024-06-13,=3028.9200,=57359121885320.8750,=43526558081651,=19566044905622.4648,=20.4261,=0.1592,=32.8602,=22.4238,=20.7506
2024-06-12,=3037.4700,=57483796662328.1094,=43667178897412,=19646399861611.2461,=20.5500,=0.1715,=32.8602,=22.4238,=20.7636
2024-06-11,=3028.0500,=57279056646106.8906,=43530071414912,=19588818578036.1953,=20.4007,=0.1563,=32.8602,=22.4238,=20.7639
