日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025-09-17,=4551.0200,=6676.2500,=65179446750805.1016,=50038599840698,=23284265176581.2305,=22.2069,=0.3700,=28.2129,=23.6596,=20.8588
2025-09-16,=4523.3400,=6634.8300,=64861069967187.6875,=49825271865017,=23145183124165.6445,=22.0165,=0.3506,=28.2129,=23.6609,=20.8588
2025-09-15,=4533.0600,=6647.7300,=64949897711567.5469,=49858372354509,=23195377372972.5273,=22.1089,=0.3593,=28.2129,=23.6641,=20.8588
2025-09-12,=4522,=6631.5100,=64942038140707.7813,=49835785787780,=23148087971214.5195,=22.0621,=0.3546,=28.2129,=23.6679,=20.8588
2025-09-11,=4548.0300,=6669.2600,=65277297630073.6563,=50080769829154,=23282737033719.8242,=22.3976,=0.3926,=28.2129,=23.6683,=20.8588
2025-09-10,=4445.3600,=6518.4200,=64186077984625.6875,=49132410449040,=22759672455334.8008,=22.0793,=0.3551,=28.2129,=23.6696,=20.8588
2025-09-09,=4436.2600,=6504.9600,=64003261026288.1719,=49020199660606,=22708889737799.6836,=22.3566,=0.3852,=28.2129,=23.6710,=20.8588
2025-09-08,=4467.5700,=6550.8700,=64381225921935.5313,=49288470754223,=22866602592930.4688,=22.1331,=0.3605,=28.2134,=23.6732,=20.8588
2025-09-05,=4460.3200,=6540.0700,=64331511376609.0625,=49233636385973,=22846352976852.8594,=21.9321,=0.3422,=28.2134,=23.6870,=20.8588
2025-09-04,=4365.2100,=6400.1700,=63729998429055.8828,=48658693738860,=22425808361217.0781,=21.8891,=0.3366,=28.2134,=23.6894,=20.8588
2025-09-03,=4459.8300,=6538.1300,=64459419046328.7266,=49303999037939,=22894792367349.5117,=21.8620,=0.3331,=28.2134,=23.6944,=20.8588
2025-09-02,=4490.4500,=6583.0300,=65060973608832.5000,=49743005062625,=23054237299116.0117,=22.0962,=0.3563,=28.2134,=23.6994,=20.8588
2025-09-01,=4523.7100,=6631.7800,=65040264723631.5781,=49855826423770,=23211100678477.5313,=22.3138,=0.3793,=28.2134,=23.7042,=20.8588
2025-08-29,=4496.7600,=6591.6500,=64932188296908,=49516188122977,=23051641147665.9258,=22.7775,=0.4170,=28.2134,=23.7081,=20.8588
2025-08-28,=4463.7800,=6540.8400,=64499855655492.2031,=49011579975623,=22863687055668.8867,=22.7986,=0.4197,=28.2134,=23.7088,=20.8588
2025-08-27,=4386.1300,=6427.0500,=63719171531123.8281,=48344068291997,=22313562638209.8398,=22.3969,=0.3888,=28.2151,=23.7142,=20.8588
2025-08-26,=4452.5900,=6524.3100,=64794706630995.3672,=49102865193890,=22648283220819.7109,=22.6470,=0.4090,=28.2151,=23.7222,=20.8588
2025-08-25,=4469.2200,=6548.6800,=65053447808429.9063,=49309935897946,=22737526275905.1992,=22.5743,=0.4036,=28.2151,=23.7225,=20.8588
2025-08-22,=4378,=6414.1200,=64072357302840.6719,=48456781163474,=22271233853406,=22.2209,=0.3672,=28.2163,=23.7351,=20.8588
2025-08-21,=4288.0700,=6281.1700,=63063384735191.4219,=47633768412440,=21818588564686.0859,=21.8731,=0.3348,=28.2163,=23.7356,=20.8588
2025-08-20,=4271.4000,=6256.6800,=62748575471112.1406,=47413008324798,=21739748965179.1758,=21.9102,=0.3394,=28.2288,=23.7367,=20.8588
2025-08-19,=4223.3700,=6185.2800,=62124896345879.6172,=46907937698190,=21498744244054.9531,=21.7924,=0.3213,=28.2310,=23.7391,=20.8588
2025-08-18,=4239.4100,=6208.3700,=62229487765516.8984,=46936228516043,=21576608783029.6992,=21.8369,=0.3291,=28.2355,=23.7450,=20.8588
2025-08-15,=4202.3500,=6154.1000,=61836401499963.6172,=46938522640308,=21391735606846.4023,=21.2399,=0.2548,=28.2426,=23.7557,=20.8588
2025-08-14,=4173.3100,=6110.9200,=61668902049430.6016,=46775296811209,=21248875719877.5703,=21.1780,=0.2492,=28.2426,=23.7560,=20.8588
2025-08-13,=4176.5800,=6114.8100,=61668550231581.9063,=46776652976620,=21264904837235.4531,=21.3603,=0.2694,=28.2498,=23.7592,=20.8588
2025-08-12,=4143.8300,=6066.6700,=61474784807168.3125,=46554583399715,=21101600350928.4219,=21.2467,=0.2558,=28.2598,=23.7602,=20.8588
2025-08-11,=4122.5100,=6035.4700,=61075980829349.9375,=46039089536852,=20989094362537.2070,=21.3651,=0.2689,=28.2608,=23.7610,=20.8588
2025-08-08,=4104.9700,=6009.7800,=61079875158628.6797,=45976328978850,=20906000994714.9297,=21.1317,=0.2433,=28.2626,=23.7662,=20.8588
2025-08-07,=4114.6700,=6021.7200,=61176903624969.2969,=46006530055520,=20956189813217.9688,=21.2851,=0.2578,=28.2626,=23.7664,=20.8588
2025-08-06,=4113.4900,=6019.9900,=61060821696002.5000,=45918883371263,=20948264482447.2422,=21.3448,=0.2657,=28.2662,=23.7713,=20.8588
2025-08-05,=4103.4500,=6005.3100,=60948145813056.4922,=45800571460489,=20898183830412.3320,=21.3442,=0.2652,=28.2782,=23.7799,=20.8588
2025-08-04,=4070.7000,=5957.3800,=60365383080829.6016,=45352130927790,=20727087334681.0273,=21.1726,=0.2484,=28.2841,=23.8072,=20.8588
2025-08-01,=4054.9300,=5934.1900,=60122283576665.2188,=45214745630871,=20647674935753.9258,=20.9896,=0.2211,=28.2955,=23.8104,=20.8588
2025-07-31,=4075.5900,=5964.3600,=60448342295522.5313,=45471057061271,=20751145915949.1484,=20.9110,=0.2096,=28.2955,=23.8130,=20.8588
2025-07-30,=4151.2400,=6073.8600,=61273611808737.5391,=46046418367474,=21127676184689.3555,=21.6135,=0.2916,=28.3070,=23.8153,=20.8588
2025-07-29,=4152.0200,=6074.9400,=61093338991457.9531,=45906035229500,=21129163955469.8203,=21.5140,=0.2829,=28.3091,=23.8161,=20.8588
2025-07-28,=4135.8200,=6050.2500,=61014249264778.9219,=45758528973941,=21048696858547.1680,=21.6106,=0.2908,=28.3145,=23.8221,=20.8588
2025-07-25,=4127.1600,=6036.0800,=60969176489285.6172,=45703312690186,=21003380821955.5117,=21.7583,=0.3100,=28.3221,=23.8347,=20.8588
2025-07-24,=4149.0400,=6065.4600,=61319170279790.3125,=45930390138844,=21109992951036.7813,=21.8668,=0.3262,=28.3221,=23.8353,=20.8588
2025-07-23,=4119.7700,=6022.1900,=61118695960175.2422,=45737692859163,=20962492490982.1758,=21.5143,=0.2829,=28.3303,=23.8354,=20.8588
2025-07-22,=4118.9600,=6020.6100,=61045264791820.2578,=45703543589710,=20955519676471.6133,=21.5850,=0.2883,=28.3369,=23.8371,=20.8588
2025-07-21,=4085.6100,=5971.0200,=60699481217969.7031,=45384408815966,=20794411254672.6406,=21.4190,=0.2722,=28.3381,=23.8394,=20.8588
2025-07-18,=4058.5500,=5930.9300,=60422794409958.9922,=45132752286915,=20659885045437.4570,=21.2428,=0.2528,=28.3534,=23.8506,=20.8588
2025-07-17,=4034.4900,=5888.8400,=60092454890028.2969,=44854957222662,=20541381784985.5508,=21.0252,=0.2269,=28.3534,=23.8516,=20.8588
2025-07-16,=4007.2000,=5845.4100,=59961045905897.9297,=44709245305076,=20407270052373.6406,=20.9537,=0.2175,=28.3543,=23.8681,=20.8588
2025-07-15,=4019.0600,=5859.9900,=60100464200668.5391,=44842544523412,=20471819633930.4609,=21.0937,=0.2348,=28.3658,=23.8745,=20.8588
2025-07-14,=4017.6700,=5856.9800,=60211346843729.5391,=44890253355662,=20468331631443.7813,=21.0528,=0.2290,=28.3694,=23.8806,=20.8588
2025-07-11,=4014.8100,=5850.2800,=60114763965784.2266,=44808130794302,=20456308280753.5156,=20.9837,=0.2190,=28.3751,=23.8832,=20.8588
2025-07-10,=4010.0200,=5835.1300,=60257664474145.3594,=44869954553194,=20441036249039.2930,=21.1294,=0.2397,=28.3751,=23.8836,=20.8588
2025-07-09,=3991.4000,=5804.9400,=59927505306623.9688,=44616047358070,=20340711918262.9375,=21.1058,=0.2372,=28.3815,=23.8974,=20.8588
2025-07-08,=3998.4500,=5814.4900,=59906058866194.5469,=44641590065091,=20379137855822.2969,=21.0630,=0.2302,=28.3816,=23.8974,=20.8588
2025-07-07,=3965.1700,=5766.0600,=59553532513677.4766,=44325260941144,=20209702836544.6172,=20.9109,=0.2092,=28.3861,=23.8979,=20.8588
2025-07-04,=3982.2000,=5788.3000,=59745005922721.0469,=44479194592685,=20290574127927.9648,=20.7683,=0.1902,=28.3897,=23.9006,=20.8588
2025-07-03,=3968.0700,=5767.3200,=59404517364686.9219,=44235988763386,=20216481829292.9727,=20.8608,=0.2010,=28.3897,=23.9023,=20.8594
2025-07-02,=3943.6800,=5731.1800,=59249695832347.0781,=44061328812997,=20093206870426.6523,=20.7758,=0.1907,=28.3912,=23.9091,=20.8594
2025-07-01,=3942.7600,=5729.8400,=59222448525930.9375,=44029373641194,=20086528668322.1211,=20.7373,=0.1882,=28.3931,=23.9111,=20.8601
2025-06-30,=3936.0800,=5719.9700,=59006719189589,=43872672893769,=20048095852679.9805,=20.5785,=0.1672,=28.3960,=23.9167,=20.8629
2025-06-27,=3921.7600,=5693.8800,=58793800634254.4766,=43724260794085,=19975491299234.3203,=20.5243,=0.1597,=28.4047,=23.9228,=20.8691
2025-06-26,=3946.0200,=5725.1300,=59422860028697.0781,=44157826288926,=20109112153384.2734,=20.3409,=0.1442,=28.4047,=23.9272,=20.8701
2025-06-25,=3960.0700,=5739.4500,=59481213631491.1563,=44200811065552,=20150031218956.2305,=20.4106,=0.1507,=28.4061,=23.9323,=20.8793
2025-06-24,=3904.0300,=5653.7000,=58884312983412.9219,=43768398536984,=19887787458647.4609,=20.2812,=0.1409,=28.4066,=23.9463,=20.8815
2025-06-23,=3857.9000,=5586.7200,=58232367581701.5781,=43305942917136,=19655670021998.3672,=20.1182,=0.1285,=28.4070,=23.9463,=20.8828
2025-06-20,=3846.6400,=5569.6900,=57984728090975.8125,=43146947338884,=19592817874148.6250,=20.2536,=0.1367,=28.4073,=23.9465,=20.8846
2025-06-19,=3843.0900,=5559.3200,=57852523352001.0938,=43078151870283,=19574374960436.0859,=20.3257,=0.1422,=28.4090,=23.9477,=20.8846
2025-06-18,=3874.9700,=5604.7400,=58066858055458.7891,=43343936722504,=19735036098875.4063,=20.7004,=0.1772,=28.4132,=23.9515,=20.8859
2025-06-17,=3870.3800,=5596.8000,=57915628002623.7969,=43254154173989,=19708750576733.9883,=20.6679,=0.1731,=28.4143,=23.9639,=20.8865
2025-06-16,=3873.8000,=5601.2400,=57641321734428.9609,=43221143501070,=19725559118556.8242,=20.8053,=0.1883,=28.4416,=23.9783,=20.8878
2025-06-13,=3864.1800,=5587.0600,=57032156875062.6406,=42988050330833,=19607797152011.2539,=20.8846,=0.1981,=28.4454,=23.9940,=20.8890
2025-06-12,=3892.2000,=5625.0200,=57288298820763.7109,=43225643273946,=19744660572445.5742,=20.9540,=0.2105,=28.4476,=23.9966,=20.8890
2025-06-11,=3894.6300,=5621.8300,=57375983611663.7734,=43266806974238,=19755688049346.7188,=20.8976,=0.2007,=28.4596,=24.0029,=20.8890
2025-06-10,=3865.4700,=5577.6600,=57007900450534.5859,=42967670331289,=19607962576183.1992,=20.8338,=0.1904,=28.4621,=24.0113,=20.8890
2025-06-09,=3885.2500,=5606.2000,=57215664850785.7266,=43130660798111,=19705801619974.5938,=20.9946,=0.2134,=28.4625,=24.0172,=20.8919
2025-06-06,=3873.9800,=5589.5500,=57171274026960.8281,=43052993035120,=19647575507725.9414,=20.8629,=0.1952,=28.4781,=24.0507,=20.9023
2025-06-05,=3877.5600,=5591.1200,=57176087267078.8281,=43043843448978,=19664596215827.1211,=21.0067,=0.2147,=28.4814,=24.0599,=20.9023
2025-06-04,=3868.7400,=5577.5900,=57043597825694.0625,=42939041685369,=19618792363755.5078,=20.8691,=0.1953,=28.4815,=24.0723,=20.9023
2025-06-03,=3852.0100,=5553.4700,=56886202877173.0234,=42802669925317,=19535701262884.1016,=20.8121,=0.1895,=28.4892,=24.0831,=20.9036
2025-05-30,=3840.2300,=5536.4900,=56704964764802.7969,=42695337576671,=19467998088347.9258,=20.6518,=0.1717,=28.4910,=24.0997,=20.9070
2025-05-29,=3858.7000,=5562.3300,=56827705972868.2188,=42834672160547,=19558636877578.7695,=20.9023,=0.1985,=28.4910,=24.1021,=20.9116
2025-05-28,=3836.2400,=5529.5300,=56621425774238.6016,=42651980262455,=19446605316215.1484,=20.6053,=0.1656,=28.4917,=24.1046,=20.9131
2025-05-27,=3839.4000,=5533.6600,=56661115188432.4688,=42644259995290,=19462837621096.1289,=20.4943,=0.1544,=28.4948,=24.1180,=20.9139
2025-05-26,=3860.1100,=5563.4200,=56824536078592.1328,=42801445837385,=19563029181272.7148,=20.5371,=0.1586,=28.4968,=24.1187,=20.9147
2025-05-23,=3882.2700,=5594.9800,=57106865577644.5078,=43023307323345,=19674607439378.7539,=20.5748,=0.1622,=28.4978,=24.1308,=20.9196
2025-05-22,=3913.8700,=5639.9300,=57563103161187.9219,=43389308339027,=19835186926305.9609,=20.5496,=0.1598,=28.4978,=24.1347,=20.9200
2025-05-21,=3916.3800,=5643.3600,=57565667543298.2969,=43384072004426,=19842656440518.4492,=20.7081,=0.1755,=28.5108,=24.1525,=20.9244
2025-05-20,=3898.1700,=5615.6000,=57300510267602.1563,=43175527678485,=19752503641614.2969,=20.5833,=0.1627,=28.5142,=24.1732,=20.9254
2025-05-19,=3877.1500,=5584.4400,=56998690186332.6563,=42994142941001,=19649327456886.6133,=20.5340,=0.1577,=28.5222,=24.1873,=20.9292
2025-05-16,=3889.0900,=5601.4700,=57159661146755.9766,=43133182374641,=19708076006121.2070,=20.5090,=0.1552,=28.5340,=24.1937,=20.9301
2025-05-15,=3907.2000,=5627.5200,=57496955482026.5156,=43408936144765,=19803515034351.7813,=20.7118,=0.1742,=28.5340,=24.1943,=20.9317
2025-05-14,=3943.2100,=5678.1500,=57879126027894.4609,=43703243899247,=19983809858551.3750,=20.9905,=0.2055,=28.5359,=24.2037,=20.9407
2025-05-13,=3896.2600,=5610,=57206546093691.0938,=43182301819704,=19747635360557.9883,=20.6692,=0.1693,=28.5413,=24.2121,=20.9407
2025-05-12,=3890.6100,=5601.3700,=57046614500645,=43058429260404,=19715568967096.0664,=20.6385,=0.1668,=28.5428,=24.2133,=20.9420
2025-05-09,=3846.1600,=5537.1600,=56607186522165.1641,=42668374875715,=19489273707811.3672,=20.3982,=0.1470,=28.5548,=24.2191,=20.9435
2025-05-08,=3852.9000,=5545.5400,=56624698553220.0234,=42661779962332,=19518631710993.9531,=20.4495,=0.1507,=28.5548,=24.2229,=20.9446
2025-05-07,=3831.6300,=5514.9300,=56453497206484.7109,=42494253413326,=19407899769204.5586,=20.4339,=0.1487,=28.5729,=24.2272,=20.9499
2025-05-06,=3808.5400,=5481.7000,=55942347236706.7109,=42129245639704,=19284924987386.9102,=20.3310,=0.1421,=28.5752,=24.2464,=20.9500
2025-04-30,=3770.5700,=5427.0400,=55543040128713.6797,=41806676978825,=19094000267959.3086,=19.9639,=0.1169,=28.5819,=24.2751,=20.9516
2025-04-29,=3775.0800,=5432.2800,=55901836727322.3828,=42004952276114,=18960061729291.7188,=20.0771,=0.1239,=28.5902,=24.2804,=20.9522
2025-04-28,=3781.6200,=5441.6800,=56090211895345.9609,=42143023797570,=18963063648798.7461,=19.2730,=0.0823,=28.5926,=24.2813,=20.9624
2025-04-25,=3786.9900,=5449.4100,=56018335282292.8125,=42136192718733,=18985238483139.0352,=19.2555,=0.0814,=28.5953,=24.2898,=20.9804
2025-04-24,=3784.3600,=5444.9300,=56089554160559.1875,=42190272695202,=18967468649504.3906,=19.4918,=0.0897,=28.5953,=24.2950,=20.9826
2025-04-23,=3786.8800,=5448.5600,=55965290910786.6875,=42106422586410,=18972184321180.4766,=19.8419,=0.1074,=28.5956,=24.3064,=20.9851
2025-04-22,=3783.9500,=5444.3400,=56030059434523.1719,=42111756906579,=18942763266290.6445,=20.1568,=0.1276,=28.5975,=24.3249,=20.9890
2025-04-21,=3784.8800,=5442.3900,=55873135085563,=42018617391585,=18944455969184.8281,=20.1276,=0.1263,=28.5975,=24.3251,=20.9909
2025-04-18,=3772.5200,=5424.6200,=55933501042920.4297,=41929465532580,=18825462835927.3164,=19.8527,=0.1086,=28.5979,=24.3295,=20.9937
2025-04-17,=3772.2200,=5422.7600,=55865610014585.2031,=41911850701425,=18819067048230.5625,=19.9344,=0.1123,=28.5979,=24.3295,=20.9937
2025-04-16,=3772.8200,=5423.5300,=55865873182478.4219,=41914791851409,=18947439675946.5430,=20.0427,=0.1202,=28.6028,=24.3378,=20.9994
2025-04-15,=3761.2300,=5406.1200,=55505985100909.9375,=41666248193469,=18889969309632.9219,=20.0147,=0.1181,=28.6049,=24.3427,=21.0007
2025-04-14,=3759.1400,=5403.1100,=55314617314320.6484,=41548087235549,=18877104649076.1055,=20.2517,=0.1313,=28.6098,=24.3507,=21.0007
2025-04-11,=3750.5200,=5390.7100,=55028131254787.4375,=41383826487177,=18821154577813.1641,=19.8538,=0.1090,=28.6220,=24.3884,=21.0030
2025-04-10,=3735.1200,=5368.5800,=54894573621852.3672,=41293626432351,=18616718129828.4648,=20.0372,=0.1189,=28.6220,=24.3943,=21.0090
2025-04-09,=3686.7900,=5299.1200,=54452031877909.6328,=40888086666325,=18373728159599.1875,=19.5857,=0.0934,=28.6220,=24.4010,=21.0131
2025-04-08,=3650.7600,=5247.3300,=54129638147079.7969,=40603782059962,=18207327370782.9297,=19.4841,=0.0893,=28.6230,=24.4084,=21.0174
2025-04-07,=3589.4400,=5159.2000,=53077268345979.4375,=39825846244927,=17907233059332.3984,=19.5069,=0.0901,=28.6256,=24.4133,=21.0225
2025-04-03,=3861.5000,=5550.2400,=56495363606287.2891,=42562816977006,=19252124380852.1563,=21.1269,=0.2119,=28.6280,=24.4265,=21.0228
2025-04-02,=3884.3900,=5583.1300,=56572831196606.2031,=42690514413220,=19367355414331.5898,=21.1414,=0.2152,=28.6366,=24.4384,=21.0228
2025-04-01,=3887.6800,=5587.8700,=56563154298342.4453,=42694014564271,=19383786919698.9883,=21.1906,=0.2189,=28.6381,=24.4386,=21.0228
2025-03-31,=3887.3100,=5586.8300,=56634871516734.2813,=42700508731428,=19387295787303.8047,=21.1508,=0.2156,=28.6383,=24.4807,=21.0228
2025-03-28,=3915.1700,=5626.8800,=56752538406137.6875,=42886950867944,=19520447462293.3867,=21.5793,=0.2559,=28.6452,=24.4902,=21.0228
2025-03-27,=3932.4100,=5651.4800,=57084759014099.5938,=43107449215720,=19610055362476.1563,=21.6174,=0.2593,=28.6452,=24.4980,=21.0228
2025-03-26,=3919.3600,=5632.7200,=56864083000110.2344,=42973578028465,=19536121945086.1602,=21.4841,=0.2453,=28.6499,=24.5022,=21.0228
2025-03-25,=3932.3000,=5651.3200,=56998918224488.8672,=43086682682152,=19614018781749.3984,=21.6058,=0.2568,=28.6689,=24.5187,=21.0228
2025-03-24,=3934.8500,=5654.9900,=56936318162010.2422,=43031975701028,=19622813922536.8164,=21.7303,=0.2708,=28.6818,=24.5285,=21.0228
2025-03-21,=3914.7000,=5626.0200,=56640721926579.7578,=42808351725894,=19520658654640.7227,=21.5398,=0.2522,=28.6905,=24.5325,=21.0228
2025-03-20,=3974.9900,=5712.6800,=57332199265374.0391,=43370841220266,=19819211129702.6055,=21.7115,=0.2687,=28.6905,=24.5346,=21.0228
2025-03-19,=4010.1700,=5763.2300,=57744325807541.2578,=43705708283506,=19996429230556.8203,=22.2578,=0.3280,=28.6908,=24.5770,=21.0228
2025-03-18,=4007.7200,=5759.7200,=57639204097143.3906,=43659031279853,=19972047247880.4609,=22.3383,=0.3362,=28.6943,=24.5772,=21.0228
2025-03-17,=3996.7900,=5744,=57598978593709.7578,=43626745120630,=19917784093962.6289,=22.6563,=0.3642,=28.6950,=24.5772,=21.0228
2025-03-14,=4006.5600,=5758.0400,=57453189401015.2266,=43534590847423,=19959735962652.3516,=22.4297,=0.3451,=28.7069,=24.5831,=21.0228
2025-03-13,=3911.5800,=5621.5400,=56331404755951.1563,=42634520692063,=19491439163930.2891,=21.9841,=0.3025,=28.7069,=24.5855,=21.0228
2025-03-12,=3927.2300,=5644.0400,=56394358338327.1406,=42696617799023,=19561577556807.0313,=22.1375,=0.3148,=28.7132,=24.5919,=21.0228
2025-03-11,=3941.4200,=5664.4200,=56635351619493.7813,=42881327897037,=19628213481939.1016,=21.9512,=0.2996,=28.7138,=24.6063,=21.0228
2025-03-10,=3928.8000,=5646.3000,=56381509429239.3672,=42728787723536,=19565924517048.1641,=21.8976,=0.2942,=28.7159,=24.6269,=21.0228
2025-03-07,=3944.0100,=5668.1600,=56678972850006.8281,=42933277721448,=19644326630547.5664,=22.0101,=0.3032,=28.7275,=24.6339,=21.0228
2025-03-06,=3956.2400,=5685.7200,=56815826547164.7031,=43022438400381,=19699578724444.3828,=22.1398,=0.3136,=28.7275,=24.6371,=21.0228
2025-03-05,=3902.5700,=5608.6000,=56303260684817.9766,=42566691545964,=19440560287644.4883,=21.7405,=0.2724,=28.7292,=24.6485,=21.0228
2025-03-04,=3885.2200,=5583.6600,=55902596782821.4688,=42318251191419,=19349882933463.8125,=21.6900,=0.2658,=28.7306,=24.6568,=21.0228
2025-03-03,=3888.4700,=5588.3400,=56193349797232.8281,=42499718160909,=19419470740550.1250,=21.7957,=0.2786,=28.7321,=24.6783,=21.0228
2025-02-28,=3890.0500,=5590.6000,=56293196980451.2969,=42531758577474,=19422389274667.8789,=21.7325,=0.2703,=28.7351,=24.7027,=21.0228
2025-02-27,=3968.1200,=5702.8000,=57212342638483.3359,=43251335866050,=19802457239902.5430,=22.0355,=0.3033,=28.7351,=24.7246,=21.0228
2025-02-26,=3959.9400,=5691.0500,=57022190726565.3750,=43101445022480,=19756445492080.0586,=22.0391,=0.3033,=28.7369,=24.7254,=21.0228
2025-02-25,=3925.6500,=5641.7700,=56637794509744.2734,=42795778720023,=19586592542192.7539,=21.8909,=0.2918,=28.7490,=24.7267,=21.0228
2025-02-24,=3969.7200,=5705.1000,=57276633845362.7969,=43261060894831,=19806777454865.2578,=22.2405,=0.3198,=28.7561,=24.7407,=21.0228
2025-02-21,=3978.4400,=5717.6400,=57500083972031.6406,=43358922314868,=19857334135824.2617,=22.1074,=0.3084,=28.7561,=24.7429,=21.0228
2025-02-20,=3928.9000,=5646.4300,=56986532432598.2109,=43042670021961,=19631588785786.8945,=21.9006,=0.2932,=28.7561,=24.7452,=21.0228
2025-02-19,=3940.1600,=5662.6200,=57159575785266.9297,=42696909636513,=19687141170797.3789,=22.0712,=0.3053,=28.7576,=24.7490,=21.0225
2025-02-18,=3912.7800,=5623.2700,=56973090971603.5859,=42525262659819,=19555028556792.0273,=21.9345,=0.2955,=28.7576,=24.7528,=21.0225
2025-02-17,=3947.4000,=5673.0200,=57252035210219.7109,=42759288407766,=19717793789065.0703,=21.9593,=0.2973,=28.7576,=24.7621,=21.0225
2025-02-14,=3939.0100,=5660.9600,=57163900767091.6875,=42697288794407,=19682848871005.6484,=21.9650,=0.2972,=28.7697,=24.7751,=21.0225
2025-02-13,=3905.1400,=5612.2900,=56767829269868.4531,=42396302341812,=19513463748438.2500,=21.6784,=0.2656,=28.7697,=24.7826,=21.0225
2025-02-12,=3919.8600,=5633.4500,=56898591731690.9766,=42478330929670,=19585896820545.1211,=21.7545,=0.2734,=28.7730,=24.7948,=21.0225
2025-02-11,=3883.1400,=5580.6700,=56437077507151.6016,=42148336829229,=19401188892275.2305,=21.5468,=0.2532,=28.7763,=24.8001,=21.0225
2025-02-10,=3901.0600,=5606.4300,=56437925015381.4844,=42197465746443,=19488065813807.6797,=21.7500,=0.2722,=28.7763,=24.8026,=21.0225
2025-02-07,=3892.7000,=5594.4200,=56295667853634.7578,=42149618234164,=19449294149644.0234,=21.8369,=0.2840,=28.7969,=24.8163,=21.0225
2025-02-06,=3842.8300,=5522.7400,=55782673542067.1328,=41696842757795,=19208546697297.6172,=21.4215,=0.2421,=28.7969,=24.8164,=21.0225
2025-02-05,=3795.0800,=5454.1200,=55247242180701.9297,=41284016906957,=18973869919237.4648,=21.2478,=0.2235,=28.7998,=24.8219,=21.0225
2025-01-27,=3817.0800,=5485.7300,=55797219587280.5000,=41702131415266,=19087703094568.3086,=21.0323,=0.2003,=28.8202,=24.8442,=21.0228
2025-01-24,=3832.8600,=5508.0300,=55700595955484.7266,=41620124331061,=19158349939313.0039,=21.1491,=0.2146,=28.8238,=24.8493,=21.0228
2025-01-23,=3803.7400,=5462.7800,=55464223851287.5078,=41318753720288,=19014443709213.6172,=21.0349,=0.2012,=28.8238,=24.8681,=21.0228
2025-01-22,=3797.0200,=5451.0500,=55077905720552.8984,=41081360549246,=18972507951101.6328,=20.9851,=0.1946,=28.8348,=24.8906,=21.0228
2025-01-21,=3832.6100,=5501.2500,=55597400103309.4375,=41507481369115,=19153033548454.8359,=21.2139,=0.2176,=28.8487,=24.8973,=21.0328
2025-01-20,=3829.6800,=5496.9900,=55700932223255.5078,=41531629535194,=19139788840117.8086,=21.3741,=0.2332,=28.8494,=24.9002,=21.0328
2025-01-17,=3812.3400,=5471.5500,=55699687790700.1094,=41463601475490,=19060464285538.8125,=21.2456,=0.2204,=28.8775,=24.9055,=21.0328
2025-01-16,=3800.3800,=5454.2700,=55676298344804.1328,=41423149940139,=19003953848895.4570,=20.9131,=0.1859,=28.8775,=24.9071,=21.0328
2025-01-15,=3796.0300,=5448.0100,=55490868718895.8203,=41322653114137,=18969945732226.7461,=21.0007,=0.1962,=28.8800,=24.9096,=21.0330
2025-01-14,=3820.5400,=5483.1900,=55741335916524.6172,=41536630097231,=19086578968487.0039,=21.0494,=0.2003,=28.8887,=24.9192,=21.0399
2025-01-13,=3722.5100,=5342.5100,=54621581150724.3828,=40620359905326,=18597031546032.7734,=20.6419,=0.1575,=28.8942,=24.9374,=21.0399
2025-01-10,=3732.4800,=5356.8100,=54830010024341.9531,=40768607735777,=18644888459244.7813,=20.6751,=0.1604,=28.9079,=24.9472,=21.0535
2025-01-09,=3779.8800,=5423.1700,=55488612613472.5938,=41246294148155,=18882758586352.9141,=21.2580,=0.2184,=28.9079,=24.9491,=21.0549
2025-01-08,=3789.2200,=5436.5700,=55847545861759.0313,=41471726113518,=18929618234043.3477,=21.2882,=0.2201,=28.9104,=24.9515,=21.0549
2025-01-07,=3796.1100,=5444.9100,=55791403262881.2422,=41495651460727,=18959267999049.3281,=21.3570,=0.2287,=28.9106,=24.9567,=21.0549
